Constituency Number,Constituency Name,Serial Number,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,Vote Percentage
212,DEHRI,3,PRADIP KUMAR JOSHI,Rashtra Sewa Dal,1749,13,1762,0.92
212,DEHRI,4,PRADEEP LALLAN SINGH,Jan Suraaj Party,4289,34,4323,2.26
212,DEHRI,5,PHATE BAHADUR SINGH,Aazad Samaj Party (Kanshi Ram),6961,42,7003,3.66
212,DEHRI,6,INDRA RAJ ROUSHAN,Independent,356,2,358,0.19
212,DEHRI,7,MD. EKRAM ANSARI,Independent,570,0,570,0.3
212,DEHRI,8,RANJAN KUMAR,Independent,721,3,724,0.38
212,DEHRI,9,SAMEER KUMAR,Independent,564,1,565,0.29
212,DEHRI,10,SAROJ KUMAR SINGH,Independent,1804,2,1806,0.94
212,DEHRI,11,NOTA,None of the Above,2400,5,2405,1.26
213,KARAKAT,1,ARUN SINGH (VILL-AJNAP TOLA),Communist Party of India (Marxist-Leninist) (Liberation),73748,409,74157,37.51
213,KARAKAT,2,BANDANA RAJ,Bahujan Samaj Party,7310,67,7377,3.73
213,KARAKAT,3,MAHABALI SINGH,Janata Dal (United),71046,275,71321,36.07
213,KARAKAT,4,MD. IRSHAD KHAN,Lohiya Janta Dal,992,3,995,0.5
213,KARAKAT,5,NIRMAL SHARMA,Jagrook Janta Party,549,4,553,0.28
213,KARAKAT,6,YOGENDRA SINGH,Jan Suraaj Party,7403,100,7503,3.79
213,KARAKAT,7,AMIT UPADHAYAY,Independent,495,1,496,0.25
213,KARAKAT,8,AMIT KUMAR MISHRA,Independent,662,5,667,0.34
213,KARAKAT,9,AYODHYA RAM,Independent,585,2,587,0.3
213,KARAKAT,10,ARUN SINGH (VILL-KURUR),Independent,592,8,600,0.3
213,KARAKAT,11,JYOTI SINGH,Independent,23351,118,23469,11.87
213,KARAKAT,12,BANSHIDHAR SINGH,Independent,3019,0,3019,1.53
213,KARAKAT,13,MANTU CHOUDHARY,Independent,1206,0,1206,0.61
213,KARAKAT,14,NOTA,None of the Above,5760,5,5765,2.92
214,ARWAL,1,DIVYA BHARTI,Rashtriya Lok Janshakti Party,1700,24,1724,1.01
214,ARWAL,2,MANOJ KUMAR,Bharatiya Janata Party,79400,454,79854,46.66
214,ARWAL,3,MAHANAND SINGH,Communist Party of India (Marxist-Leninist) (Liberation),65247,514,65761,38.43
214,ARWAL,4,SHEKHAR RAM,Bahujan Samaj Party,3706,13,3719,2.17
214,ARWAL,5,ARUN KUMAR,Janshakti Janta Dal,794,10,804,0.47
214,ARWAL,6,KUNTI DEVI,Jan Suraaj Party,3311,65,3376,1.97
214,ARWAL,7,PANCHAM KUMAR,Suheldev Bharatiya Samaj Party,3173,3,3176,1.86
214,ARWAL,8,MANSUR ALAM,Aam Janta Pragati Party,261,3,264,0.15
214,ARWAL,9,VIKASH KUMAR,Desh Janhit Party,343,0,343,0.2
214,ARWAL,10,AMITESH KUMAR,Independent,1608,9,1617,0.94
214,ARWAL,11,KAJAL DEVI,Independent,433,3,436,0.25
214,ARWAL,12,CHANDRA SHEKHAR YADAV,Independent,563,3,566,0.33
214,ARWAL,13,MANOJ KUMAR SANTOSH,Independent,1434,5,1439,0.84
214,ARWAL,14,VEERENDRA PRASAD,Independent,3879,0,3879,2.27
214,ARWAL,15,SATYENDRA PRASAD SHARMA,Independent,2722,4,2726,1.59
214,ARWAL,16,NOTA,None of the Above,1442,9,1451,0.85
215,KURTHA,1,ARUN KUMAR ALIAS ARUN KUSHWAHA,Rashtriya Lok Samta Party,1420,8,1428,0.86
215,KURTHA,2,ASHOK KUMAR,Bahujan Samaj Party,3321,17,3338,2.01
215,KURTHA,3,UMA SHANKAR SHARAN,Aam Aadmi Party,1441,3,1444,0.87
215,KURTHA,4,KUMAR KRISHNA MOHAN URF SUDAY YADAV,Rashtriya Janata Dal,68577,408,68985,41.59
215,KURTHA,5,PAPPU KUMAR VERMA,Janata Dal (United),74089,377,74466,44.9
215,KURTHA,6,RAMBALI SINGH,Jan Suraaj Party,4996,34,5030,3.03
215,KURTHA,7,RUPESH KUMAR,Socialist Unity Centre Of India (COMMUNIST),929,1,930,0.56
215,KURTHA,8,AVINASH KUMAR,Independent,474,2,476,0.29
215,KURTHA,9,NIRAJ KUMAR,Independent,1200,1,1201,0.72
215,KURTHA,10,BUDDHADEV SAV,Independent,2326,1,2327,1.4
215,KURTHA,11,RAUSHAN KUMAR,Independent,1639,3,1642,0.99
215,KURTHA,12,VIKASH KUMAR,Independent,1353,0,1353,0.82
215,KURTHA,13,VINOD KUMAR,Independent,1460,4,1464,0.88
215,KURTHA,14,NOTA,None of the Above,1778,5,1783,1.07
216,JEHANABAD,1,CHANDESHWAR PRASAD,Janata Dal (United),85168,441,85609,44.23
216,JEHANABAD,2,PRAMOD YADAV,Rashtriya Lok Janshakti Party,921,6,927,0.48
216,JEHANABAD,3,BALESHWAR SINGH,Aam Aadmi Party,1172,3,1175,0.61
216,JEHANABAD,4,RAHUL KUMAR,Rashtriya Janata Dal,85706,696,86402,44.64
216,JEHANABAD,5,ABHIRAM SINGH,Jan Suraaj Party,5674,86,5760,2.98
216,JEHANABAD,6,NITISH KUMAR,Bhagidari Party(P),899,6,905,0.47
216,JEHANABAD,7,RAMBHA KUMARI,Samajwadi Lok Parishad,498,1,499,0.26
216,JEHANABAD,8,RAJU KUMAR,Socialist Unity Centre Of India (COMMUNIST),931,1,932,0.48
216,JEHANABAD,9,SIDDHANATH KUMAR,Kisan Sangharsh Samiti,1151,0,1151,0.59
216,JEHANABAD,10,BABLU KUMAR,Independent,1262,12,1274,0.66
216,JEHANABAD,11,RITESH KUMAR,Independent,4316,14,4330,2.24
216,JEHANABAD,12,NOTA,None of the Above,4561,16,4577,2.36
217,GHOSI,1,ANURADHA SINHA,Bahujan Samaj Party,3688,27,3715,2.17
217,GHOSI,2,RAMBALI SINGH YADAV,Communist Party of India (Marxist-Leninist) (Liberation),68408,403,68811,40.1
217,GHOSI,3,RITURAJ KUMAR,Janata Dal (United),80203,537,80740,47.05
217,GHOSI,4,INDU KUMARI,Socialist Unity Centre Of India (COMMUNIST),1835,7,1842,1.07
217,GHOSI,5,PRABHAT KUMAR,Jan Suraaj Party,3013,57,3070,1.79
217,GHOSI,6,RAKESH ROUSHAN,Aam Janta Party Rashtriya,830,6,836,0.49
217,GHOSI,7,VIJAY SHARMA,Bhartiya Sarthak Party,565,2,567,0.33
217,GHOSI,8,SARYU PRASAD SINGH,Kisan Sangharsh Samiti,440,1,441,0.26
217,GHOSI,9,RAJESH RANJAN,Independent,1926,5,1931,1.13
217,GHOSI,10,WASIF HUSNAIN,Independent,3493,0,3493,2.04
217,GHOSI,11,SATYENDRA PRASAD YADAV,Independent,3071,2,3073,1.79
217,GHOSI,12,NOTA,None of the Above,3063,10,3073,1.79
218,MAKHDUMPUR,1,CHHOTELAL PASWAN,Rashtriya Lok Janshakti Party,1723,10,1733,1.04
218,MAKHDUMPUR,2,RANI KUMARI,Lok Janshakti Party (Ram Vilas),72535,404,72939,43.83
218,MAKHDUMPUR,3,SUDHIR CHOUDHARY,Bahujan Samaj Party,3503,14,3517,2.11
218,MAKHDUMPUR,4,SUBEDAR DAS,Rashtriya Janata Dal,74389,380,74769,44.93
218,MAKHDUMPUR,5,DINESH PASWAN,Kisan Sangharsh Samiti,1143,2,1145,0.69
218,MAKHDUMPUR,6,PREM KISHOR PASWAN,Bhartiya Lok Chetna Party,790,2,792,0.48
218,MAKHDUMPUR,7,SHANKAR SWARUP,Jan Suraaj Party,4740,63,4803,2.89
218,MAKHDUMPUR,8,MINTA DEVI,Independent,1180,4,1184,0.71
218,MAKHDUMPUR,9,SHAILENDRA CHAUDHARI,Independent,2756,1,2757,1.66
218,MAKHDUMPUR,10,NOTA,None of the Above,2756,4,2760,1.66
219,GOH,1,AMRENDRA KUMAR,Rashtriya Janata Dal,93243,381,93624,44.23
219,GOH,2,DR. RANVIJAY KUMAR,Bharatiya Janata Party,89282,301,89583,42.32
219,GOH,3,SANJAY PRASAD ALIAS ER. SANJAY PRASAD KUSHWAHA,Bahujan Samaj Party,1938,8,1946,0.92
219,GOH,4,ARUN KUMAR AMAR,Socialist Party (India),486,1,487,0.23
219,GOH,5,MD EKLAKHA,Aazad Samaj Party (Kanshi Ram),6613,18,6631,3.13
219,GOH,6,SITARAM DUKHARI,Jan Suraaj Party,7949,47,7996,3.78
219,GOH,7,SONU KUMAR,Jagrook Janta Party,1369,2,1371,0.65
219,GOH,8,AMIT KUMAR,Independent,890,3,893,0.42
219,GOH,9,MUNDRIKA PRASAD,Independent,452,0,452,0.21
219,GOH,10,RAJEEV RANJAN,Independent,922,0,922,0.44
219,GOH,11,SHIV SHANKER SINGH,Independent,3114,1,3115,1.47
219,GOH,12,NOTA,None of the Above,4646,3,4649,2.2
220,OBRA,1,RISHI KUMAR,Rashtriya Janata Dal,79025,600,79625,38.95
220,OBRA,2,PRAKASH CHANDRA,Lok Janshakti Party (Ram Vilas),91177,461,91638,44.83
220,OBRA,3,PRATIMA KUMARI,Rashtriya Lok Janshakti Party,1089,7,1096,0.54
220,OBRA,4,SANJAY KUMAR,Bahujan Samaj Party,7873,23,7896,3.86
220,OBRA,5,AJIT KUMAR,Aam Janta Party Rashtriya,369,4,373,0.18
220,OBRA,6,UDAY NARAYAN RAJBHAR,Suheldev Bharatiya Samaj Party,3968,0,3968,1.94
220,OBRA,7,JAYNAND RAM,New India United Party,300,1,301,0.15
220,OBRA,8,JITENDRA DUBEY,Akhil Bharatiya Jan Sangh,484,1,485,0.24
220,OBRA,9,DHARMENDRA KUMAR,Jagrook Janta Party,610,3,613,0.3
220,OBRA,10,DR. DHARMENDRA KUMAR,Akhil Hind Forward Bloc (Krantikari),369,2,371,0.18
220,OBRA,11,SUDHIR KUMAR SHARMA,Jan Suraaj Party,3707,72,3779,1.85
220,OBRA,12,SOM PRAKASH,Swaraj Party (Loktantrik),1674,12,1686,0.82
220,OBRA,13,DHIRAJ KUMAR,Independent,480,2,482,0.24
220,OBRA,14,BRAJ KISHOR SINGH,Independent,829,0,829,0.41
220,OBRA,15,MD TAUFIQUE ALAM,Independent,4564,2,4566,2.23
220,OBRA,16,RAM RAJ YADAV,Independent,2820,0,2820,1.38
220,OBRA,17,SHIV NATH SAV,Independent,1398,0,1398,0.68
220,OBRA,18,HARISANT KUMAR,Independent,1574,3,1577,0.77
220,OBRA,19,NOTA,None of the Above,912,7,919,0.45
221,NABINAGAR,1,AMOD KUMAR SINGH,Rashtriya Janata Dal,79977,291,80268,42.23
221,NABINAGAR,2,CHETAN ANAND,Janata Dal (United),80115,265,80380,42.29
221,NABINAGAR,3,VINOD KUMAR,Bahujan Samaj Party,6578,17,6595,3.47
221,NABINAGAR,4,AJAY BHUIYAN,Swaraj Party (Loktantrik),707,2,709,0.37
221,NABINAGAR,5,ANIL RAM,Socialist Unity Centre Of India (COMMUNIST),904,2,906,0.48
221,NABINAGAR,6,ARCHANA CHANDRA,Jan Suraaj Party,4033,52,4085,2.15
221,NABINAGAR,7,DHARMENDRA RAJWAR,Suheldev Bharatiya Samaj Party,2333,3,2336,1.23
221,NABINAGAR,8,MRITUNJAY KUMAR,Independent,3652,18,3670,1.93
221,NABINAGAR,9,LAV KUMAR SINGH,Independent,7050,25,7075,3.72
221,NABINAGAR,10,NOTA,None of the Above,4037,5,4042,2.13
222,KUTUMBA,1,PRAKASH KUMAR,Bahujan Samaj Party,2538,11,2549,1.47
222,KUTUMBA,2,RAJESH KUMAR,Indian National Congress,62922,280,63202,36.4
222,KUTUMBA,3,ANGAD KUMAR,Gana Suraksha Party,1411,1,1412,0.81
222,KUTUMBA,4,RAM JANAM RAM,Aazad Samaj Party (Kanshi Ram),6014,8,6022,3.47
222,KUTUMBA,5,RIMA KUMARI,Rashtrawadi Janlok Party (Satya),1019,0,1019,0.59
222,KUTUMBA,6,LALAN RAM,Hindustani Awam Morcha (Secular),84465,262,84727,48.79
222,KUTUMBA,7,SHYAMBALI RAM,Jan Suraaj Party,6029,36,6065,3.49
222,KUTUMBA,8,NARENDRA KUMAR RAM,Independent,860,4,864,0.5
222,KUTUMBA,9,PUSHP LATA DEVI,Independent,1424,3,1427,0.82
222,KUTUMBA,10,RAKESH RAM,Independent,1165,0,1165,0.67
222,KUTUMBA,11,VIRAMANU KUMAR BHUSHAN,Independent,2575,3,2578,1.48
222,KUTUMBA,12,NOTA,None of the Above,2610,4,2614,1.51
223,AURANGABAD,1,ANAND SHANKAR SINGH,Indian National Congress,79761,645,80406,40.0
223,AURANGABAD,2,TRIVIKRAM NARAYAN SINGH,Bharatiya Janata Party,86837,363,87200,43.38
223,AURANGABAD,3,SHAKTI KUMAR MISHRA,Bahujan Samaj Party,19682,94,19776,9.84
223,AURANGABAD,4,NAND KISHOR YADAV,Jan Suraaj Party,2723,32,2755,1.37
223,AURANGABAD,5,PRAYAG PASWAN,Socialist Unity Centre Of India (COMMUNIST),293,4,297,0.15
223,AURANGABAD,6,VINAY KUMAR SINGH,Akhil Hind Forward Bloc (Krantikari),302,0,302,0.15
223,AURANGABAD,7,AJIT KUMAR,Independent,198,0,198,0.1
223,AURANGABAD,8,ASHISH KUMAR SONI,Independent,258,0,258,0.13
223,AURANGABAD,9,DHIRENDRA KUMAR SINGH,Independent,273,0,273,0.14
223,AURANGABAD,10,NEHA KUMARI,Independent,370,2,372,0.19
223,AURANGABAD,11,BINOD PRASAD CHAUDHARI,Independent,339,1,340,0.17
223,AURANGABAD,12,RAM SWARUP PASWAN,Independent,654,4,658,0.33
223,AURANGABAD,13,RAMBAHADUR SINGH,Independent,618,0,618,0.31
223,AURANGABAD,14,LOKNATH SINGH,Independent,1335,0,1335,0.66
223,AURANGABAD,15,SURENDRA PRASAD,Independent,2854,0,2854,1.42
223,AURANGABAD,16,NOTA,None of the Above,3346,6,3352,1.67
224,RAFIGANJ,1,GHULAM SHAHID,Rashtriya Janata Dal,95198,361,95559,42.61
224,RAFIGANJ,2,PRAMOD KUMAR SINGH,Janata Dal (United),107120,395,107515,47.95
224,RAFIGANJ,3,SUMAN KUMARI,Bahujan Samaj Party,4410,22,4432,1.98
224,RAFIGANJ,4,MAHESHWAR PASWAN,Akhil Hind Forward Bloc (Krantikari),430,4,434,0.19
224,RAFIGANJ,5,RAJESH KUMAR,Sampoorna Bharat Kranti Party,247,0,247,0.11
224,RAFIGANJ,6,RAHUL KUMAR,Jagrook Janta Party,437,1,438,0.2
224,RAFIGANJ,7,VIKASH KUMAR SINGH,Jan Suraaj Party,3008,21,3029,1.35
224,RAFIGANJ,8,UPENDRA KUMAR,Independent,555,0,555,0.25
224,RAFIGANJ,9,NANDLAL SUMAN,Independent,1051,0,1051,0.47
224,RAFIGANJ,10,RITESH KUMAR,Independent,773,1,774,0.35
224,RAFIGANJ,11,SAT NARAIN,Independent,1031,1,1032,0.46
224,RAFIGANJ,12,SURYADEEP SINGH,Independent,4214,1,4215,1.88
224,RAFIGANJ,13,NOTA,None of the Above,4954,4,4958,2.21
225,GURUA,1,UPENDRA PRASAD,Bharatiya Janata Party,99423,335,99758,49.02
225,GURUA,2,NITISH KUMAR,Rashtriya Lok Janshakti Party,1143,5,1148,0.56
225,GURUA,3,RAGHVENDRA NARAYAN YADAV,Bahujan Samaj Party,8211,31,8242,4.05
225,GURUA,4,VINAY KUMAR,Rashtriya Janata Dal,75235,329,75564,37.13
225,GURUA,5,ANIL SINGH,Yuva Samriddhi Dal,1170,1,1171,0.58
225,GURUA,6,GAUTAM KUMAR,Swaraj Party (Loktantrik),520,3,523,0.26
225,GURUA,7,DHARMENDRA NARAYAN,Rashtriya Jantantrik Morcha,600,0,600,0.29
225,GURUA,8,SANJEEVA SHYAM SINGH,Jan Suraaj Party,4348,52,4400,2.16
225,GURUA,9,SAMTA KUMAR,Akhil Hind Forward Bloc (Krantikari),575,0,575,0.28
225,GURUA,10,SYED IMRAN NABI,Aazad Samaj Party (Kanshi Ram),3509,5,3514,1.73
225,GURUA,11,NAGDEV PASWAN,Independent,1890,2,1892,0.93
225,GURUA,12,MAHENDRA KUMAR,Independent,1034,1,1035,0.51
225,GURUA,13,RAJENDRA KUMAR,Independent,1140,0,1140,0.56
225,GURUA,14,NOTA,None of the Above,3942,4,3946,1.94
226,SHERGHATI,1,UDAY KUMAR SINGH,Lok Janshakti Party (Ram Vilas),77118,152,77270,38.13
226,SHERGHATI,2,PRAMOD KUMAR VERMA,Rashtriya Janata Dal,63468,278,63746,31.46
226,SHERGHATI,3,SHAILESH KUMAR MISHRA,Bahujan Samaj Party,2725,20,2745,1.35
226,SHERGHATI,4,KARAN RAJ,Moulik Adhikar Party,1534,1,1535,0.76
226,SHERGHATI,5,PANKAJ KUMAR MISHRA,Samajwadi Lok Parishad,695,0,695,0.34
226,SHERGHATI,6,PAWAN KISHORE,Jan Suraaj Party,18859,123,18982,9.37
226,SHERGHATI,7,SHANE ALI KHAN,All India Majlis-E-Ittehadul Muslimeen,14722,32,14754,7.28
226,SHERGHATI,8,SANTOSH THAKUR,Swaraj Party (Loktantrik),771,3,774,0.38
226,SHERGHATI,9,CHANDRADEV KUMAR YADAV,Independent,671,1,672,0.33
226,SHERGHATI,10,MUKESH KUMAR YADAV,Independent,2695,12,2707,1.34
226,SHERGHATI,11,RAJIV KUMAR,Independent,938,2,940,0.46
226,SHERGHATI,12,SHAVINA PRAVIN,Independent,1309,0,1309,0.65
226,SHERGHATI,13,SARJU DAS JEE MAHARAJ,Independent,1258,1,1259,0.62
226,SHERGHATI,14,SURENDRA KUMAR SUMAN,Independent,8253,31,8284,4.09
226,SHERGHATI,15,NOTA,None of the Above,6967,1,6968,3.44
227,IMAMGANJ,1,RITU PRIYA CHAUDHARY,Rashtriya Janata Dal,78758,247,79005,38.3
227,IMAMGANJ,2,DR. AJEET KUMAR,Jan Suraaj Party,11834,78,11912,5.77
227,IMAMGANJ,3,DEEPA KUMARI,Hindustani Awam Morcha (Secular),104650,211,104861,50.83
227,IMAMGANJ,4,BANARSI DAS,Peoples Party of India (Democratic),2048,1,2049,0.99
227,IMAMGANJ,5,VIGAN PASWAN,New India United Party,1123,2,1125,0.55
227,IMAMGANJ,6,TENGAR PASWAN,Independent,2312,1,2313,1.12
227,IMAMGANJ,7,RAMBALI RISHIASHAN,Independent,1419,1,1420,0.69
227,IMAMGANJ,8,NOTA,None of the Above,3596,0,3596,1.74
228,BARACHATTI,1,TANUSHREE KUMARI,Rashtriya Janata Dal,99047,331,99378,43.54
228,BARACHATTI,2,G S RAMCHANDRA DAS,Bahujan Samaj Party,3138,12,3150,1.38
228,BARACHATTI,3,SHIVNATH KUMAR NIRALA,Rashtriya Lok Janshakti Party,1184,8,1192,0.52
228,BARACHATTI,4,ARJUN BHUIYAN,Vikas Vanchit Insan Party,865,1,866,0.38
228,BARACHATTI,5,INDRADEV PASWAN,Rashtriya Jansambhavna Party,1495,1,1496,0.66
228,BARACHATTI,6,JYOTI DEVI,Hindustani Awam Morcha (Secular),108059,212,108271,47.44
228,BARACHATTI,7,MANOJ PASWAN,Peoples Party of India (Democratic),2658,3,2661,1.17
228,BARACHATTI,8,SANJAY MANDAL,Socialist Party (India),718,2,720,0.32
228,BARACHATTI,9,HEMANT KUMAR,Jan Suraaj Party,3944,23,3967,1.74
228,BARACHATTI,10,RAHUL KUMAR,Independent,859,0,859,0.38
228,BARACHATTI,11,VINAY PASWAN,Independent,1346,0,1346,0.59
228,BARACHATTI,12,NOTA,None of the Above,4322,7,4329,1.9
229,BODH GAYA,1,KUMAR SARVJEET,Rashtriya Janata Dal,99717,519,100236,43.38
229,BODH GAYA,2,SHYAMDEO PASWAN,Lok Janshakti Party (Ram Vilas),99089,266,99355,43.0
229,BODH GAYA,3,ASHOK KUMAR PASWAN,Vikas Vanchit Insan Party,3674,1,3675,1.59
229,BODH GAYA,4,UDAY DAS,Peoples Party of India (Democratic),1536,7,1543,0.67
229,BODH GAYA,5,LAKSHMAN MANJHI,Jan Suraaj Party,3983,41,4024,1.74
229,BODH GAYA,6,VIRENDRA RAJVANSHI ALIAS BIGENDRA KUMAR,Suheldev Bharatiya Samaj Party,1002,3,1005,0.43
229,BODH GAYA,7,SUGIYA DEVI,Moolniwasi Samaj Party,653,0,653,0.28
229,BODH GAYA,8,KUMAR PARDEEP,Independent,1110,4,1114,0.48
229,BODH GAYA,9,NANDLAL KUMAR,Independent,10147,34,10181,4.41
229,BODH GAYA,10,RAMSWRUP RISHIYASAN,Independent,3327,0,3327,1.44
229,BODH GAYA,11,NOTA,None of the Above,5956,4,5960,2.58
230,GAYA TOWN,1,AKHAURY ONKAR NATH,Indian National Congress,64143,312,64455,38.61
230,GAYA TOWN,2,ANIL KUMAR,Aam Aadmi Party,568,2,570,0.34
230,GAYA TOWN,3,PREM KUMAR,Bharatiya Janata Party,90529,349,90878,54.43
230,GAYA TOWN,4,RAFATALI KHAN,Bahujan Samaj Party,722,2,724,0.43
230,GAYA TOWN,5,AMRENDRA KUMAR,Rashtriya Sanatan Party,187,0,187,0.11
230,GAYA TOWN,6,DHIRENDRA AGARWAL,Jan Suraaj Party,4413,66,4479,2.68
230,GAYA TOWN,7,PURUSHOTTAM KUMAR SINHA,Samaj Satta Dal,101,1,102,0.06
230,GAYA TOWN,8,MD. MANSUR ANSARI,Peace Party,135,1,136,0.08
230,GAYA TOWN,9,MUNNA KUMAR,Samajwadi Lok Parishad,98,0,98,0.06
230,GAYA TOWN,10,MOHAN KUMAR,Gantantrik Samaj Party,335,1,336,0.2
230,GAYA TOWN,11,RAJ KISHOR SINGH,Peoples Party of India (Democratic),272,2,274,0.16
230,GAYA TOWN,12,KASHI PRASAD,Independent,240,2,242,0.14
230,GAYA TOWN,13,NARESH PARSAD,Independent,242,1,243,0.15
230,GAYA TOWN,14,PREM KUMAR S/O-AYODHYA SAW,Independent,738,1,739,0.44
230,GAYA TOWN,15,PREM KUMAR S/O-VISHNAHARI UPADHYAY,Independent,284,1,285,0.17
230,GAYA TOWN,16,MUKESH KUMAR SINHA,Independent,1115,0,1115,0.67
230,GAYA TOWN,17,RAVI RANJAN,Independent,631,5,636,0.38
230,GAYA TOWN,18,SHIWAM KUMAR SINHA,Independent,90,0,90,0.05
230,GAYA TOWN,19,SHISH MANI KUMAR,Independent,347,0,347,0.21
230,GAYA TOWN,20,SANJEET KUMAR,Independent,97,2,99,0.06
230,GAYA TOWN,21,MD SAMIM,Independent,187,0,187,0.11
230,GAYA TOWN,22,HASAB AKHTAR,Independent,100,0,100,0.06
230,GAYA TOWN,23,NOTA,None of the Above,626,10,636,0.38
231,TIKARI,1,AJAY KUMAR,Rashtriya Janata Dal,97017,533,97550,45.79
231,TIKARI,2,UDAY PASWAN,Bahujan Samaj Party,2783,24,2807,1.32
231,TIKARI,3,ANIL KUMAR,Hindustani Awam Morcha (Secular),94957,535,95492,44.83
231,TIKARI,4,DHARMENDRA PASWAN,Samata Party,1136,6,1142,0.54
231,TIKARI,5,RAMJEET SINGH,Rashtriya Jansambhavna Party,666,3,669,0.31
231,TIKARI,6,SHAKTIMAN STUTYA,Vocal India Party,281,0,281,0.13
231,TIKARI,7,SHASHI KUMAR,Jan Suraaj Party,2490,62,2552,1.2
231,TIKARI,8,ASHOK KUMAR,Independent,466,2,468,0.22
231,TIKARI,9,KUNDAN KUMAR,Independent,467,4,471,0.22
231,TIKARI,10,MANOJ KUMAR BHARTI,Independent,1420,5,1425,0.67
231,TIKARI,11,MUNNA KUMAR,Independent,2166,4,2170,1.02
231,TIKARI,12,SUBODH KUMAR SINGH,Independent,3704,26,3730,1.75
231,TIKARI,13,NOTA,None of the Above,4264,4,4268,2.0
232,BELAGANJ,1,MADHUMALA KUMARI,Aam Aadmi Party,2202,2,2204,1.08
232,BELAGANJ,2,MANORMA DEVI,Janata Dal (United),95218,467,95685,46.67
232,BELAGANJ,3,VISHVANATH KUMAR SINGH,Rashtriya Janata Dal,92345,458,92803,45.27
232,BELAGANJ,4,MD. ABDULLAH,Bharatiya Sampuran Krantikari Party,962,5,967,0.47
232,BELAGANJ,5,RICHA JHA,Samajwadi Lok Parishad,621,3,624,0.3
232,BELAGANJ,6,KRISHNA PRASAD SINGH,Peoples Party of India (Democratic),344,3,347,0.17
232,BELAGANJ,7,TARAVEJ ALAM,The National Road Map Party of India,258,0,258,0.13
232,BELAGANJ,8,MD. SHAHABUDDIN,Jan Suraaj Party,1598,23,1621,0.79
232,BELAGANJ,9,MD. ISTIYAQUE AHMAD,Independent,835,2,837,0.41
232,BELAGANJ,10,RAHUL RANJAN,Independent,1267,1,1268,0.62
232,BELAGANJ,11,LALU YADAV,Independent,2767,2,2769,1.35
232,BELAGANJ,12,VIBHUTI NARAYAN SINGH,Independent,2562,0,2562,1.25
232,BELAGANJ,13,NOTA,None of the Above,3065,9,3074,1.5
233,ATRI,1,BAIJAYANTI DEVI,Rashtriya Janata Dal,75973,352,76325,38.62
233,ATRI,2,MD. VAKIL VARISH,Bahujan Samaj Party,2802,15,2817,1.43
233,ATRI,3,AVINASH KUMAR SONU,Janshakti Janta Dal,1013,13,1026,0.52
233,ATRI,4,AKASH KUMAR,Jagrook Janta Party,1134,3,1137,0.58
233,ATRI,5,ROMIT KUMAR,Hindustani Awam Morcha (Secular),101838,264,102102,51.66
233,ATRI,6,SHAILENDRA KUMAR,Jan Suraaj Party,3136,41,3177,1.61
233,ATRI,7,SAHIL KUMAR,Peoples Party of India (Democratic),1118,2,1120,0.57
233,ATRI,8,ANJU DEVI,Independent,810,4,814,0.41
233,ATRI,9,CHANDAN,Independent,2110,2,2112,1.07
233,ATRI,10,VIDYABHUSHAN KUMAR,Independent,1337,6,1343,0.68
233,ATRI,11,SUDHIR KUMAR,Independent,932,1,933,0.47
233,ATRI,12,SUBHASH KUMAR SINHA,Independent,1223,0,1223,0.62
233,ATRI,13,NOTA,None of the Above,3511,5,3516,1.78
234,WAZIRGANJ,1,AWADHESH KUMAR SINGH,Indian National Congress,81359,482,81841,38.93
234,WAZIRGANJ,2,CHITRANJAN KUMAR,Bahujan Samaj Party,14233,70,14303,6.8
234,WAZIRGANJ,3,MOHAMMAD JULKAR NAIN,Rashtriya Lok Janshakti Party,990,4,994,0.47
234,WAZIRGANJ,4,BIRENDRA SINGH,Bharatiya Janata Party,94184,390,94574,44.99
234,WAZIRGANJ,5,PREM KUMAR,Janshakti Janta Dal,1315,1,1316,0.63
234,WAZIRGANJ,6,SHAMBHU SHARAN SHEROMANI,Jagrook Janta Party,664,2,666,0.32
234,WAZIRGANJ,7,SANTOSH KUMAR,Jan Suraaj Party,4950,67,5017,2.39
234,WAZIRGANJ,8,SUNIL KUMAR,Peoples Party of India (Democratic),904,4,908,0.43
234,WAZIRGANJ,9,SURESH RAJVANSHI,Moolniwasi Samaj Party,1979,1,1980,0.94
234,WAZIRGANJ,10,CHANDAN KUMAR,Independent,2251,0,2251,1.07
234,WAZIRGANJ,11,PIKAN MANJHI,Independent,758,2,760,0.36
234,WAZIRGANJ,12,SANJAY KUMAR,Independent,1142,0,1142,0.54
234,WAZIRGANJ,13,NOTA,None of the Above,4452,8,4460,2.12
235,RAJAULI,1,AKHLESH KUMAR,Bahujan Samaj Party,3824,8,3832,1.91
235,RAJAULI,2,PINKI BHARTI,Rashtriya Janata Dal,85906,413,86319,43.01
235,RAJAULI,3,PRATIMA KUMARI,Rashtriya Lok Janshakti Party,2255,7,2262,1.13
235,RAJAULI,4,RANJIT KUMAR,Aam Aadmi Party,1201,5,1206,0.6
235,RAJAULI,5,VIMAL RAJBANSHI,Lok Janshakti Party (Ram Vilas),90097,175,90272,44.98
235,RAJAULI,6,CHANDAN KUMAR,Suheldev Bharatiya Samaj Party,2159,1,2160,1.08
